date,NASDAQCOM
19710205,100
19710208,100.84
19710209,100.76
19710210,100.69
19710211,101.45
19710212,102.05
19710215,
19710216,102.19
19710217,101.74
19710218,101.42
19710219,100.7
19710222,99.68
19710223,99.72
19710224,100.64
19710225,101.23
19710226,101.34
19710301,101.78
19710302,101.84
19710303,102.07
19710304,102.78
19710305,103.51
19710308,104.23
19710309,104.41
19710310,104.14
19710311,104.26
19710312,104.5
19710315,105.13
19710316,105.56
19710317,105.5
19710318,105.88
19710319,105.77
19710322,105.37
19710323,105.11
19710324,104.7
19710325,104.6
19710326,105.07
19710329,105.2
19710330,105.44
19710331,105.97
19710401,106.34
19710402,106.86
19710405,107.17
19710406,107.56
19710407,108.06
19710408,108.38
19710409,
19710412,108.87
19710413,108.85
19710414,109.08
19710415,109.69
19710416,109.96
19710419,110.16
19710420,109.53
19710421,109.52
19710422,109.99
19710423,110.69
19710426,111.13
19710427,111.69
19710428,112.37
19710429,112.46
19710430,112.3
19710503,111.35
19710504,111.77
19710505,111.68
19710506,111.06
19710507,110.66
19710510,110.15
19710511,110.33
19710512,110.37
19710513,110.55
19710514,110.74
19710517,109.15
19710518,108.4
19710519,108.33
19710520,108.72
19710521,108.85
19710524,108.42
19710525,107.5
19710526,107.53
19710527,107.6
19710528,108.25
19710531,
19710601,108.87
19710602,109.56
19710603,110.22
19710604,110.66
19710607,110.76
19710608,110.02
19710609,109.79
19710610,110.06
19710611,110.2
19710614,109.57
19710615,109.36
19710616,109.44
19710617,109.44
19710618,108.16
19710621,106.5
19710622,105.49
19710623,105.99
19710624,106.37
19710625,106.56
19710628,106.45
19710629,107.22
19710630,107.8
19710701,108.47
19710702,108.77
19710705,
19710706,109.23
19710707,110.01
19710708,110.42
19710709,110.91
19710712,111.24
19710713,110.76
19710714,110.34
19710715,110.72
19710716,109.98
19710719,109.37
19710720,109.79
19710721,109.74
19710722,109.54
19710723,109.63
19710726,109.35
19710727,108.57
19710728,107.45
19710729,105.81
19710730,105.27
19710802,105.59
19710803,104.41
19710804,103.26
19710805,103.11
19710806,103.78
19710809,103.18
19710810,103.04
19710811,104.08
19710812,105.21
19710813,105.44
19710816,107.86
19710817,108.93
19710818,108.39
19710819,108.01
19710820,107.89
19710823,108.26
19710824,108.6
19710825,108.85
19710826,108.97
19710827,109.3
19710830,108.71
19710831,108.42
19710901,108.65
19710902,108.96
19710903,109.98
19710906,
19710907,110.53
19710908,110.58
19710909,110.55
19710910,110.42
19710913,110.22
19710914,109.77
19710915,109.79
19710916,109.78
19710917,110.1
19710920,109.99
19710921,109.82
19710922,108.99
19710923,108.8
19710924,108.88
19710927,108.18
19710928,108.38
19710929,108.6
19710930,109.03
19711001,109.58
19711004,109.96
19711005,109.99
19711006,110.68
19711007,110.98
19711008,110.74
19711011,110.71
19711012,110.91
19711013,110.69
19711014,109.87
19711015,109.6
19711018,109.06
19711019,107.99
19711020,106.58
19711021,106.61
19711022,106.8
19711025,106.29
19711026,105.69
19711027,104.28
19711028,104.5
19711029,105.1
19711101,103.69
19711102,103.54
19711103,105.01
19711104,105.56
19711105,105.46
19711108,105.43
19711109,105.72
19711110,104.86
19711111,103.74
19711112,103.91
19711115,103.44
19711116,103.71
19711117,103.64
19711118,103.44
19711119,102.95
19711122,101.79
19711123,100.31
19711124,100.4
19711125,
19711126,101.64
19711129,103.08
19711130,103.97
19711201,105.06
19711202,106.15
19711203,107.26
19711206,106.92
19711207,107.26
19711208,107.71
19711209,107.97
19711210,108.81
19711213,109.16
19711214,109.07
19711215,109.45
19711216,110.01
19711217,110.52
19711220,111.5
19711221,111.73
19711222,111.97
19711223,111.94
19711224,
19711227,111.7
19711228,111.93
19711229,112.57
19711230,112.97
19711231,114.12
19720103,113.65
19720104,113.93
19720105,114.83
19720106,115.72
19720107,116.05
19720110,116.1
19720111,116.64
19720112,116.9
19720113,116.42
19720114,116.74
19720117,116.93
19720118,117.66
19720119,117.45
19720120,117.32
19720121,117.21
19720124,116.49
19720125,116.3
19720126,116.39
19720127,117.37
19720128,118.44
19720131,118.87
19720201,119.58
19720202,120.47
19720203,120.66
19720204,121.24
19720207,121.14
19720208,121.35
19720209,122.16
19720210,122.71
19720211,122.86
19720214,122.26
19720215,122.61
19720216,123.35
19720217,123.44
19720218,123.4
19720221,
19720222,123.3
19720223,123.61
19720224,124
19720225,124.83
19720228,124.94
19720229,125.38
19720301,126.29
19720302,126.58
19720303,127.19
19720306,127.88
19720307,127.83
19720308,128.4
19720309,128.85
19720310,128.55
19720313,127.34
19720314,127.73
19720315,128.14
19720316,127.77
19720317,128.01
19720320,127.53
19720321,125.73
19720322,126.36
19720323,127.38
19720324,127.55
19720327,127.56
19720328,127.72
19720329,127.53
19720330,128.14
19720331,
19720403,128.06
19720404,128.78
19720405,130
19720406,130.92
19720407,131.8
19720410,131.76
19720411,132.47
19720412,133.17
19720413,133.06
19720414,133.88
19720417,133.74
19720418,134.1
19720419,132.68
19720420,132.86
19720421,133.01
19720424,131.9
19720425,130.84
19720426,130.92
19720427,131.01
19720428,131.33
19720501,130.16
19720502,129.34
19720503,128.77
19720504,128.92
19720505,129.43
19720508,128.62
19720509,125.78
19720510,126.77
19720511,127.95
19720512,129.44
19720515,130.34
19720516,130.36
19720517,129.76
19720518,130.82
19720519,132.16
19720522,132.38
19720523,132.72
19720524,133.47
19720525,133.8
19720526,133.95
19720529,
19720530,133.45
19720531,132.53
19720601,133.13
19720602,133.52
19720605,132.74
19720606,132
19720607,131
19720608,131.07
19720609,130.57
19720612,130.38
19720613,130.78
19720614,131.45
19720615,131.29
19720616,131.28
19720619,130.76
19720620,131.07
19720621,131.38
19720622,130.79
19720623,130.22
19720626,129.31
19720627,129.79
19720628,129.58
19720629,129.35
19720630,130.08
19720703,130.59
19720704,
19720705,131.28
19720706,131.86
19720707,131.5
19720710,130.85
19720711,130.47
19720712,130.11
19720713,129.03
19720714,129.38
19720717,128.4
19720718,127.54
19720719,127.77
19720720,127.09
19720721,127.63
19720724,128.77
19720725,128.47
19720726,128.65
19720727,128.36
19720728,128.15
19720731,127.75
19720801,128.45
19720802,129.39
19720803,130.31
19720804,130.94
19720807,130.97
19720808,130.61
19720809,130.75
19720810,130.84
19720811,131.68
19720814,131.7
19720815,131.48
19720816,131.46
19720817,130.89
19720818,131.43
19720821,131.29
19720822,131.29
19720823,131.1
19720824,130.4
19720825,130.31
19720828,129.77
19720829,129.44
19720830,129.78
19720831,129.95
19720901,130.7
19720904,
19720905,130.33
19720906,129.63
19720907,129.21
19720908,129.13
19720911,128.26
19720912,127.18
19720913,127.51
19720914,127.58
19720915,127.67
19720918,127.61
19720919,127.42
19720920,127.51
19720921,127.3
19720922,127.46
19720925,126.82
19720926,127.07
19720927,128.55
19720928,129.13
19720929,129.61
19721002,129.3
19721003,129.48
19721004,129.29
19721005,128.01
19721006,128.13
19721009,128.51
19721010,129.02
19721011,128.57
19721012,127.87
19721013,127.19
19721016,125.87
19721017,126.43
19721018,127.05
19721019,126.91
19721020,128
19721023,128.66
19721024,128.91
19721025,128.89
19721026,129.37
19721027,129.53
19721030,129.46
19721031,130.24
19721101,131.59
19721102,132.12
19721103,133.34
19721106,133.58
19721107,
19721108,133.06
19721109,132.82
19721110,133.12
19721113,132.77
19721114,132.9
19721115,132.45
19721116,132.62
19721117,132.33
19721120,132.12
19721121,132.19
19721122,132.49
19721123,
19721124,133.02
19721127,132.57
19721128,132.71
19721129,132.73
19721130,132.96
19721201,133.94
19721204,134.14
19721205,134.28
19721206,134.68
19721207,135.06
19721208,135.15
19721211,134.83
19721212,134.27
19721213,133.66
19721214,133.33
19721215,133.53
19721218,132.54
19721219,132.39
19721220,131.93
19721221,131.08
19721222,131.28
19721225,
19721226,131.18
19721227,131.93
19721228,
19721229,133.73
19730101,
19730102,134.63
19730103,135.38
19730104,135.44
19730105,135.91
19730108,136.02
19730109,135.99
19730110,136.06
19730111,136.84
19730112,136.01
19730115,134.6
19730116,134.03
19730117,134.07
19730118,134.34
19730119,133.87
19730122,133.15
19730123,132.44
19730124,130.49
19730125,
19730126,129.76
19730129,128.46
19730130,128.22
19730131,128.4
19730201,126.94
19730202,126.48
19730205,126
19730206,126.27
19730207,124.99
19730208,123.97
19730209,125.86
19730212,126.88
19730213,127.19
19730214,125.42
19730215,124.43
19730216,124.55
19730219,
19730220,125.01
19730221,123.95
19730222,123.68
19730223,122.34
19730226,121.27
19730227,119.8
19730228,120.41
19730301,119.53
19730302,120.11
19730305,120.55
19730306,121.91
19730307,122.28
19730308,122.11
19730309,121.99
19730312,121.86
19730313,122.09
19730314,122.1
19730315,121.6
19730316,121.22
19730319,119.94
19730320,119.26
19730321,117.89
19730322,115.69
19730323,115.47
19730326,115.54
19730327,116.89
19730328,117.14
19730329,118.19
19730330,117.46
19730402,115.79
19730403,114.47
19730404,112.89
19730405,112.02
19730406,113.27
19730409,114.01
19730410,114.81
19730411,115.29
19730412,115.59
19730413,115.22
19730416,114.55
19730417,113.64
19730418,113.71
19730419,114.15
19730420,
19730423,113.02
19730424,111.23
19730425,109.37
19730426,109.72
19730427,108.4
19730430,107.85
19730501,107.96
19730502,109.05
19730503,109.81
19730504,110.89
19730507,110.48
19730508,110.67
19730509,110.54
19730510,110.32
19730511,109.1
19730514,106.46
19730515,106.14
19730516,106.1
19730517,105.19
19730518,102.89
19730521,100.76
19730522,101.59
19730523,102.09
19730524,104.27
19730525,105.17
19730528,
19730529,104.85
19730530,103.19
19730531,102.64
19730601,102.3
19730604,100.77
19730605,101.71
19730606,101.7
19730607,102.57
19730608,103.72
19730611,103.04
19730612,104.79
19730613,104.33
19730614,103.56
19730615,102.26
19730618,100.77
19730619,100.96
19730620,101.19
19730621,100.4
19730622,100.99
19730625,99.43
19730626,99.96
19730627,100.22
19730628,101.16
19730629,100.98
19730702,100.15
19730703,99.45
19730704,
19730705,99.39
19730706,99.48
19730709,100.01
19730710,101.18
19730711,102.69
19730712,103.17
19730713,103.03
19730716,103.97
19730717,104.64
19730718,105.77
19730719,106.52
19730720,107.68
19730723,107.75
19730724,108.29
19730725,109.19
19730726,109.17
19730727,109.36
19730730,108.88
19730731,108.64
19730801,107.13
19730802,106.98
19730803,106.82
19730806,107.21
19730807,107.3
19730808,106.13
19730809,106.15
19730810,105.32
19730813,104.35
19730814,103.59
19730815,103.35
19730816,103.31
19730817,103.71
19730820,102.67
19730821,102.12
19730822,101.34
19730823,102.53
19730824,102.4
19730827,102.91
19730828,102.99
19730829,103.79
19730830,103.99
19730831,104.87
19730903,
19730904,105.5
19730905,106.03
19730906,106.36
19730907,107.02
19730910,106.25
19730911,105.77
19730912,105.33
19730913,105.6
19730914,106.07
19730917,106.27
19730918,106.3
19730919,107.91
19730920,108.76
19730921,109.46
19730924,109.69
19730925,109.8
19730926,110.62
19730927,111.27
19730928,111.2
19731001,110.97
19731002,111.76
19731003,112.13
19731004,111.51
19731005,112.56
19731008,113.17
19731009,113.07
19731010,112.17
19731011,113.56
19731012,114.1
19731015,113.13
19731016,113.14
19731017,112.66
19731018,112.82
19731019,113.25
19731022,112.29
19731023,111.81
19731024,112.13
19731025,112.31
19731026,112.79
19731029,112.09
19731030,110.63
19731031,110.17
19731101,109.62
19731102,108.93
19731105,107.21
19731106,106.29
19731107,106.72
19731108,107.31
19731109,105.77
19731112,105.08
19731113,104.74
19731114,101.98
19731115,101.63
19731116,101.38
19731119,99
19731120,96.58
19731121,97.32
19731122,
19731123,97.3
19731126,94.13
19731127,93.07
19731128,94.94
19731129,94.62
19731130,93.51
19731203,91.97
19731204,91.56
19731205,89.73
19731206,91.27
19731207,92.32
19731210,93.54
19731211,92.2
19731212,90.81
19731213,89.12
19731214,89.63
19731217,89.13
19731218,90.56
19731219,90.24
19731220,90.27
19731221,89.52
19731224,88.67
19731225,
19731226,90.19
19731227,91.25
19731228,91.68
19731231,92.19
19740101,
19740102,92.53
19740103,94.18
19740104,94.1
19740107,94.47
19740108,94.02
19740109,92.2
19740110,91.42
19740111,92.23
19740114,92.4
19740115,93.07
19740116,94.49
19740117,95.95
19740118,95.32
19740121,94.48
19740122,95.29
19740123,95.76
19740124,95.61
19740125,95.4
19740128,95.02
19740129,94.56
19740130,95.17
19740131,94.93
19740201,94.15
19740204,92.89
19740205,92.46
19740206,92.74
19740207,92.81
19740208,92.2
19740211,91.13
19740212,90.5
19740213,90.08
19740214,90.21
19740215,90.98
19740218,
19740219,90.82
19740220,91.56
19740221,92.17
19740222,92.93
19740225,92.72
19740226,93.11
19740227,94.06
19740228,94.35
19740301,94.05
19740304,93.8
19740305,94.71
19740306,95.12
19740307,94.53
19740308,95.17
19740311,95.87
19740312,95.8
19740313,96.33
19740314,96.51
19740315,96.53
19740318,95.37
19740319,94.75
19740320,94.95
19740321,95.36
19740322,95.45
19740325,95.35
19740326,95.27
19740327,94.21
19740328,92.87
19740329,92.27
19740401,91.9
19740402,92.03
19740403,92.13
19740404,91.88
19740405,90.7
19740408,89.92
19740409,90.18
19740410,89.87
19740411,89.79
19740412,
19740415,89.42
19740416,90.33
19740417,90.72
19740418,90.9
19740419,90.31
19740422,90.27
19740423,88.47
19740424,86.95
19740425,86.04
19740426,86.24
19740429,86.46
19740430,86.86
19740501,87.63
19740502,87.97
19740503,87.47
19740506,87.31
19740507,86.66
19740508,85.74
19740509,85.81
19740510,84.3
19740513,83.18
19740514,83.16
19740515,83.51
19740516,83.5
19740517,81.93
19740520,81.43
19740521,81.29
19740522,80.72
19740523,80.55
19740524,81.45
19740527,
19740528,81.06
19740529,79.78
19740530,80.09
19740531,80.2
19740603,81.08
19740604,81.77
19740605,82.21
19740606,83.2
19740607,83.71
19740610,83.92
19740611,83.34
19740612,83.1
19740613,83.24
19740614,82.76
19740617,81.54
19740618,81.25
19740619,80.66
19740620,79.85
19740621,79.11
19740624,78.88
19740625,79.35
19740626,78.27
19740627,76.83
19740628,75.96
19740701,75.39
19740702,73.81
19740703,73.66
19740704,
19740705,73.57
19740708,70.96
19740709,70.59
19740710,69.82
19740711,69.95
19740712,71.68
19740715,71.98
19740716,71.63
19740717,72.71
19740718,72.81
19740719,73.4
19740722,73.42
19740723,74.44
19740724,74.63
19740725,73.51
19740726,72.83
19740729,71.49
19740730,71.3
19740731,69.99
19740801,69.63
19740802,69.4
19740805,69.67
19740806,70.53
19740807,71.68
19740808,70.66
19740809,70.69
19740812,70.36
19740813,68.82
19740814,67.25
19740815,66.88
19740816,65.86
19740819,65.13
19740820,65.72
19740821,64.92
19740822,63.59
19740823,62.57
19740826,62.94
19740827,62.34
19740828,62.43
19740829,61.37
19740830,62.37
19740902,
19740903,60.88
19740904,58.95
19740905,60.22
19740906,60.7
19740909,59.37
19740910,58.97
19740911,58.96
19740912,57.71
19740913,56.66
19740916,57.24
19740917,57.72
19740918,58.12
19740919,59.52
19740920,59.9
19740923,59.66
19740924,58.84
19740925,58.76
19740926,57.87
19740927,57.12
19740930,55.67
19741001,55.48
19741002,55.67
19741003,54.87
19741004,55.16
19741007,56.57
19741008,56.13
19741009,57.57
19741010,59.13
19741011,60.42
19741014,61.73
19741015,61.4
19741016,61.19
19741017,62.04
19741018,62.75
19741021,63.82
19741022,64.14
19741023,63.4
19741024,62.6
19741025,62.88
19741028,62.5
19741029,63.67
19741030,64.88
19741031,65.23
19741101,65.06
19741104,64.62
19741105,65.99
19741106,66.11
19741107,66.64
19741108,66.51
19741111,66.72
19741112,65.36
19741113,64.98
19741114,65.04
19741115,64.41
19741118,62.09
19741119,60.93
19741120,60.75
19741121,61.49
19741122,62.07
19741125,61.68
19741126,62.65
19741127,62.8
19741128,
19741129,62.95
19741202,61.66
19741203,60.5
19741204,60.41
19741205,58.92
19741206,58.21
19741209,57.91
19741210,58.76
19741211,59.27
19741212,59.36
19741213,59.22
19741216,58.85
19741217,59.18
19741218,59.63
19741219,59.46
19741220,58.67
19741223,57.86
19741224,58.31
19741225,
19741226,58.88
19741227,58.74
19741230,58.78
19741231,59.82
19750101,
19750102,60.7
19750103,61.23
19750106,61.74
19750107,61.89
19750108,61.5
19750109,62.37
19750110,63.69
19750113,63.34
19750114,63.11
19750115,63.87
19750116,64.8
19750117,64.4
19750120,64.44
19750121,64.18
19750122,64.12
19750123,64.49
19750124,65.38
19750127,67.04
19750128,67.92
19750129,69.08
19750130,68.99
19750131,69.78
19750203,70.73
19750204,70.13
19750205,71.07
19750206,71.46
19750207,71.12
19750210,70.82
19750211,70.83
19750212,71.59
19750213,72.88
19750214,73.26
19750217,
19750218,72.47
19750219,72.87
19750220,73.58
19750221,73.79
19750224,73.14
19750225,72.07
19750226,72.24
19750227,72.53
19750228,73
19750303,73.83
19750304,74.21
19750305,73.9
19750306,74.03
19750307,74.4
19750310,74.88
19750311,75.04
19750312,74.13
19750313,74.68
19750314,76.07
19750317,76.27
19750318,76.18
19750319,75.67
19750320,75.78
19750321,75.92
19750324,74.42
19750325,74.33
19750326,75.56
19750327,76.18
19750328,
19750331,75.66
19750401,75.42
19750402,75.62
19750403,74.95
19750404,74.73
19750407,74.34
19750408,74.53
19750409,75.4
19750410,75.76
19750411,76.31
19750414,77.33
19750415,77.51
19750416,78
19750417,78.26
19750418,78.08
19750421,79.08
19750422,78.54
19750423,78.24
19750424,78.07
19750425,78.64
19750428,78.28
19750429,77.82
19750430,78.54
19750501,79.27
19750502,80.25
19750505,81.14
19750506,80.81
19750507,81.31
19750508,82.12
19750509,82.82
19750512,82.3
19750513,82.35
19750514,82.91
19750515,82.79
19750516,82.44
19750519,81.99
19750520,81.82
19750521,80.95
19750522,81.56
19750523,82.62
19750526,
19750527,82.49
19750528,81.98
19750529,81.78
19750530,83.1
19750602,83.88
19750603,84.14
19750604,84.04
19750605,84.24
19750606,84.77
19750609,84.01
19750610,83.4
19750611,83.6
19750612,82.99
19750613,83.43
19750616,84.01
19750617,83.43
19750618,83.47
19750619,84.55
19750620,85.24
19750623,85.77
19750624,86.23
19750625,86.3
19750626,86.45
19750627,86.5
19750630,87.02
19750701,86.33
19750702,85.64
19750703,86.2
19750704,
19750707,85.6
19750708,85.39
19750709,86.5
19750710,86.83
19750711,87.2
19750714,87.58
19750715,88
19750716,87.39
19750717,87.13
19750718,87.02
19750721,86.77
19750722,85.72
19750723,84.62
19750724,84.14
19750725,83.6
19750728,83.09
19750729,82.67
19750730,83.03
19750731,83.19
19750801,81.62
19750804,80.98
19750805,80.17
19750806,80.24
19750807,79.59
19750808,79.55
19750811,79.45
19750812,79.6
19750813,79.09
19750814,78.45
19750815,78.58
19750818,78.03
19750819,76.65
19750820,75.52
19750821,75.9
19750822,76.45
19750825,76.84
19750826,76.21
19750827,76.57
19750828,78.06
19750829,79.01
19750901,
19750902,77.89
19750903,78.08
19750904,78.13
19750905,77.78
19750908,77.46
19750909,76.6
19750910,75.24
19750911,74.85
19750912,74.72
19750915,74.47
19750916,73.78
19750917,73.87
19750918,74.78
19750919,76.39
19750922,75.86
19750923,75.94
19750924,76.43
19750925,76.1
19750926,76.14
19750929,75.37
19750930,74.33
19751001,73.8
19751002,74.16
19751003,75.5
19751006,76.03
19751007,75.88
19751008,76.61
19751009,76.87
19751010,76.96
19751013,77.7
19751014,78.19
19751015,78.2
19751016,77.63
19751017,78.22
19751020,78.13
19751021,78.43
19751022,78.91
19751023,78.06
19751024,78.62
19751027,78.29
19751028,78.73
19751029,77.58
19751030,77.45
19751031,76.99
19751103,76.62
19751104,76.86
19751105,77.3
19751106,77.39
19751107,77.21
19751110,77.46
19751111,78
19751112,79.27
19751113,79.22
19751114,78.98
19751117,79.1
19751118,78.62
19751119,77.87
19751120,77.67
19751121,77.74
19751124,77.92
19751125,78.18
19751126,78.56
19751127,
19751128,78.8
19751201,78.66
19751202,77.33
19751203,75.67
19751204,75.2
19751205,74.72
19751208,74.92
19751209,74.52
19751210,75.25
19751211,75.08
19751212,74.91
19751215,74.54
19751216,75.19
19751217,75.8
19751218,76.07
19751219,75.92
19751222,75.59
19751223,75.88
19751224,76.37
19751225,
19751226,77.13
19751229,76.94
19751230,76.67
19751231,77.62
19760101,
19760102,78.06
19760105,78.76
19760106,80.27
19760107,80.99
19760108,81.65
19760109,82.31
19760112,82.71
19760113,82.42
19760114,83.62
19760115,83.73
19760116,84.3
19760119,84.73
19760120,84.9
19760121,84.95
19760122,84.62
19760123,85.26
19760126,85.05
19760127,84.76
19760128,84.63
19760129,86.15
19760130,87.05
19760202,87.28
19760203,87.38
19760204,88.45
19760205,88.02
19760206,87.25
19760209,87.83
19760210,87.95
19760211,88.69
19760212,88.88
19760213,88.96
19760216,
19760217,88.82
19760218,89.23
19760219,90.14
19760220,91.02
19760223,91.31
19760224,91.73
19760225,92.09
19760226,91.45
19760227,90.26
19760301,90.25
19760302,90.54
19760303,90.17
19760304,89.65
19760305,89.47
19760308,89.97
19760309,89.98
19760310,90.2
19760311,91.21
19760312,90.99
19760315,89.72
19760316,89.86
19760317,90.11
19760318,89.55
19760319,89.54
19760322,89.69
19760323,90.36
19760324,90.93
19760325,90.67
19760326,90.89
19760329,90.69
19760330,90.49
19760331,90.62
19760401,90.44
19760402,90.63
19760405,91.43
19760406,91.55
19760407,90.8
19760408,90.04
19760409,88.89
19760412,88.6
19760413,88.66
19760414,88.75
19760415,89.17
19760416,
19760419,89.59
19760420,90.61
19760421,90.77
19760422,90.96
19760423,90.6
19760426,90.57
19760427,89.98
19760428,90.3
19760429,90.55
19760430,90.08
19760503,89.05
19760504,89.24
19760505,89.24
19760506,89.42
19760507,90.02
19760510,90.55
19760511,90.59
19760512,90.64
19760513,90.22
19760514,89.78
19760517,89.49
19760518,89.53
19760519,89.25
19760520,89.53
19760521,89.39
19760524,88.15
19760525,87.81
19760526,88.1
19760527,87.78
19760528,88.04
19760531,
19760601,87.81
19760602,88.16
19760603,88.26
19760604,87.75
19760607,87.22
19760608,87.12
19760609,86.95
19760610,87.31
19760611,87.71
19760614,88.4
19760615,88.45
19760616,88.93
19760617,89.72
19760618,90.05
19760621,90.15
19760622,89.54
19760623,89.19
19760624,89.8
19760625,90.05
19760628,89.87
19760629,90.11
19760630,90.32
19760701,90.28
19760702,90.88
19760705,
19760706,90.62
19760707,90.6
19760708,90.79
19760709,91.48
19760712,91.94
19760713,91.97
19760714,92.44
19760715,92.52
19760716,92.4
19760719,92.08
19760720,91.68
19760721,91.53
19760722,91.66
19760723,91.6
19760726,91.48
19760727,91.3
19760728,91.01
19760729,90.85
19760730,91.29
19760802,91.27
19760803,92.01
19760804,91.87
19760805,91.48
19760806,91.64
19760809,91.33
19760810,91.89
19760811,91.81
19760812,91.89
19760813,91.81
19760816,91.77
19760817,92.01
19760818,91.85
19760819,90.74
19760820,90.19
19760823,89.6
19760824,89.13
19760825,89.55
19760826,89.2
19760827,89.14
19760830,89.28
19760831,89.7
19760901,90.59
19760902,90.68
19760903,91.02
19760906,
19760907,91.21
19760908,91.26
19760909,90.86
19760910,91.19
19760913,90.96
19760914,90.53
19760915,90.63
19760916,91.04
19760917,91.61
19760920,91.89
19760921,92.42
19760922,92.44
19760923,92.27
19760924,92.31
19760927,92.44
19760928,91.64
19760929,91.27
19760930,91.26
19761001,90.44
19761004,90.46
19761005,89.75
19761006,89.07
19761007,89.63
19761008,89.38
19761011,89.02
19761012,88.76
19761013,89.3
19761014,88.73
19761015,89.06
19761018,89.46
19761019,89.45
19761020,89.63
19761021,89.49
19761022,89.26
19761025,89.37
19761026,89.42
19761027,89.62
19761028,89.85
19761029,90.35
19761101,90.39
19761102,
19761103,89.38
19761104,90.06
19761105,89.47
19761108,88.74
19761109,88.08
19761110,87.82
19761111,88.15
19761112,88.1
19761115,88.13
19761116,88.52
19761117,89.01
19761118,89.81
19761119,89.97
19761122,90.47
19761123,90.22
19761124,90.69
19761125,
19761126,91.42
19761129,91.08
19761130,91.12
19761201,91.83
19761202,91.84
19761203,92.31
19761206,92.63
19761207,93.01
19761208,93.37
19761209,94.1
19761210,94.62
19761213,94.62
19761214,94.65
19761215,94.92
19761216,94.93
19761217,94.64
19761220,94.47
19761221,94.68
19761222,95.18
19761223,95.22
19761224,
19761227,95.68
19761228,96.22
19761229,96.29
19761230,97.05
19761231,97.88
19770103,97.69
19770104,97.22
19770105,96.89
19770106,97.29
19770107,97.53
19770110,97.31
19770111,96.41
19770112,96.02
19770113,96.84
19770114,97.2
19770117,97.14
19770118,97.13
19770119,97.55
19770120,97.08
19770121,97.32
19770124,97.37
19770125,97.06
19770126,96.51
19770127,96.04
19770128,95.72
19770131,95.54
19770201,96.3
19770202,96.46
19770203,96.33
19770204,96.74
19770207,96.61
19770208,96.59
19770209,95.99
19770210,96.29
19770211,96.09
19770214,96.13
19770215,96.41
19770216,96.62
19770217,96.56
19770218,96.38
19770221,
19770222,96.14
19770223,95.76
19770224,94.84
19770225,94.9
19770228,94.57
19770301,95.14
19770302,95.19
19770303,95.53
19770304,96.07
19770307,96.17
19770308,96.23
19770309,95.75
19770310,95.94
19770311,96.07
19770314,96.19
19770315,96.39
19770316,96.58
19770317,96.42
19770318,96.44
19770321,96.26
19770322,96.05
19770323,95.76
19770324,95.54
19770325,95.28
19770328,94.85
19770329,94.92
19770330,94.23
19770331,94.13
19770401,94.54
19770404,93.9
19770405,93.66
19770406,93.89
19770407,94.03
19770408,
19770411,94.37
19770412,95.06
19770413,95.1
19770414,96
19770415,96.26
19770418,96.17
19770419,96.1
19770420,96.36
19770421,95.82
19770422,95.12
19770425,94.26
19770426,94.12
19770427,94.79
19770428,95.06
19770429,95.48
19770502,95.83
19770503,96.21
19770504,96.63
19770505,96.89
19770506,96.9
19770509,96.76
19770510,97.16
19770511,96.92
19770512,96.96
19770513,97.41
19770516,97.79
19770517,97.9
19770518,98.47
19770519,98.36
19770520,98
19770523,97.15
19770524,96.66
19770525,96.18
19770526,96.17
19770527,95.9
19770530,
19770531,95.59
19770601,95.86
19770602,95.8
19770603,96.19
19770606,96.11
19770607,96.17
19770608,96.59
19770609,96.63
19770610,97.07
19770613,97.28
19770614,97.7
19770615,97.67
19770616,98.22
19770617,98.61
19770620,98.72
19770621,98.83
19770622,98.78
19770623,99.17
19770624,99.66
19770627,99.63
19770628,99.28
19770629,99.34
19770630,99.73
19770701,99.9
19770704,
19770705,100.12
19770706,99.96
19770707,100.28
19770708,100.81
19770711,100.85
19770712,100.75
19770713,100.93
19770714,
19770715,101.41
19770718,102.01
19770719,102.38
19770720,102.43
19770721,102.7
19770722,103.11
19770725,103.01
19770726,102.4
19770727,101.25
19770728,100.68
19770729,100.65
19770801,100.76
19770802,100.4
19770803,100.02
19770804,100.39
19770805,100.86
19770808,100.55
19770809,100.52
19770810,100.81
19770811,100.94
19770812,100.76
19770815,100.89
19770816,100.65
19770817,100.72
19770818,100.86
19770819,100.85
19770822,101.05
19770823,100.94
19770824,100.75
19770825,100.14
19770826,99.89
19770829,100.37
19770830,100.11
19770831,100.1
19770901,100.4
19770902,100.83
19770905,
19770906,100.78
19770907,101.16
19770908,101.28
19770909,100.91
19770912,100.6
19770913,100.46
19770914,100.61
19770915,100.97
19770916,100.74
19770919,100.35
19770920,100.23
19770921,99.76
19770922,99.47
19770923,99.57
19770926,99.74
19770927,99.74
19770928,99.96
19770929,100.27
19770930,100.85
19771003,101.16
19771004,100.81
19771005,100.82
19771006,101.31
19771007,101.62
19771010,101.69
19771011,101.23
19771012,99.83
19771013,99.03
19771014,99.05
19771017,99.14
19771018,99.25
19771019,98.45
19771020,98.6
19771021,98.54
19771024,97.89
19771025,96.83
19771026,96.86
19771027,97.07
19771028,97.49
19771031,97.52
19771101,96.74
19771102,96.51
19771103,96.49
19771104,97.21
19771107,97.85
19771108,98.21
19771109,98.7
19771110,99.98
19771111,100.94
19771114,100.98
19771115,101.52
19771116,101.56
19771117,101.86
19771118,102.22
19771121,102.35
19771122,102.93
