date,NASDAQCOM
19990503,2535.58
19990504,2485.12
19990505,2534.45
19990506,2472.28
19990507,2503.62
19990510,2526.39
19990511,2566.68
19990512,2606.54
19990513,2582
19990514,2527.86
19990517,2561.84
19990518,2558.36
19990519,2577.4
19990520,2542.23
19990521,2520.14
19990524,2453.66
19990525,2380.9
19990526,2427.18
19990527,2419.15
19990528,2470.52
19990531,
19990601,2412.03
19990602,2432.41
19990603,2403.32
19990604,2478.34
19990607,2524.21
19990608,2474.56
19990609,2519.35
19990610,2484.62
19990611,2447.88
19990614,2398.31
19990615,2414.67
19990616,2517.83
19990617,2544.15
19990618,2563.44
19990621,2630.28
19990622,2580.26
19990623,2598.12
19990624,2553.99
19990625,2552.65
19990628,2602.44
19990629,2642.11
19990630,2686.12
19990701,2706.18
19990702,2741.02
19990705,
19990706,2736.78
19990707,2743.04
19990708,2771.86
19990709,2793.07
19990712,2790.44
19990713,2778.23
19990714,2818.13
19990715,2839.37
19990716,2864.48
19990719,2830.29
19990720,2732.18
19990721,2761.77
19990722,2684.44
19990723,2692.4
19990726,2619.19
19990727,2679.33
19990728,2705.84
19990729,2640.01
19990730,2638.49
19990802,2623.63
19990803,2587.99
19990804,2540
19990805,2565.83
19990806,2547.97
19990809,2518.98
19990810,2490.11
19990811,2564.98
19990812,2549.49
19990813,2637.81
19990816,2645.28
19990817,2671.22
19990818,2657.73
19990819,2621.43
19990820,2648.33
19990823,2719.57
19990824,2752.37
19990825,2805.6
19990826,2774.62
19990827,2758.9
19990830,2712.69
19990831,2739.35
19990901,2750.8
19990902,2734.24
19990903,2843.11
19990906,
19990907,2837.26
19990908,2808.74
19990909,2852.02
19990910,2887.06
19990913,2844.77
19990914,2868.29
19990915,2814.17
19990916,2806.72
19990917,2869.62
19990920,2886.15
19990921,2821.1
19990922,2858.16
19990923,2749.83
19990924,2740.41
19990927,2761.75
19990928,2756.25
19990929,2730.27
19990930,2746.16
19991001,2736.85
19991004,2795.97
19991005,2799.67
19991006,2857.21
19991007,2860.7
19991008,2886.57
19991011,2915.95
19991012,2872.43
19991013,2801.27
19991014,2806.84
19991015,2731.83
19991018,2689.15
19991019,2688.18
19991020,2788.13
19991021,2801.95
19991022,2816.52
19991025,2815.95
19991026,2811.47
19991027,2802.52
19991028,2875.22
19991029,2966.43
19991101,2967.65
19991102,2981.63
19991103,3028.51
19991104,3055.95
19991105,3102.29
19991108,3143.97
19991109,3125.04
19991110,3155.96
19991111,3197.29
19991112,3221.15
19991115,3219.54
19991116,3295.52
19991117,3269.39
19991118,3347.11
19991119,3369.25
19991122,3392.56
19991123,3342.87
19991124,3420.5
19991125,
19991126,3447.81
19991129,3421.37
19991130,3336.16
19991201,3353.71
19991202,3452.78
19991203,3520.63
19991206,3546.01
19991207,3586.92
19991208,3586.08
19991209,3594.17
19991210,3620.24
19991213,3658.17
19991214,3571.66
19991215,3621.95
19991216,3715.06
19991217,3753.06
19991220,3783.87
19991221,3911.15
19991222,3937.3
19991223,3969.44
19991224,
19991227,3975.38
19991228,3972.11
19991229,4041.46
19991230,4036.87
19991231,4069.31
20000103,4131.15
20000104,3901.69
20000105,3877.54
20000106,3727.13
20000107,3882.62
20000110,4049.67
20000111,3921.19
20000112,3850.02
20000113,3957.21
20000114,4064.27
20000117,
20000118,4130.81
20000119,4151.29
20000120,4189.51
20000121,4235.4
20000124,4096.08
20000125,4167.41
20000126,4069.91
20000127,4039.56
20000128,3887.07
20000131,3940.35
20000201,4051.98
20000202,4073.96
20000203,4210.98
20000204,4244.14
20000207,4321.77
20000208,4427.5
20000209,4363.24
20000210,4485.63
20000211,4395.45
20000214,4418.55
20000215,4420.77
20000216,4427.65
20000217,4548.92
20000218,4411.74
20000221,
20000222,4382.12
20000223,4550.33
20000224,4617.65
20000225,4590.5
20000228,4577.85
20000229,4696.69
20000301,4784.08
20000302,4754.51
20000303,4914.79
20000306,4904.85
20000307,4847.84
20000308,4897.26
20000309,5046.86
20000310,5048.62
20000313,4907.24
20000314,4706.63
20000315,4582.62
20000316,4717.39
20000317,4798.13
20000320,4610
20000321,4711.68
20000322,4864.75
20000323,4940.61
20000324,4963.03
20000327,4958.56
20000328,4833.89
20000329,4644.67
20000330,4457.89
20000331,4572.83
20000403,4223.68
20000404,4148.89
20000405,4169.22
20000406,4267.56
20000407,4446.45
20000410,4188.2
20000411,4055.9
20000412,3769.63
20000413,3676.78
20000414,3321.29
20000417,3539.16
20000418,3793.57
20000419,3706.41
20000420,3643.88
20000421,
20000424,3482.48
20000425,3711.23
20000426,3630.09
20000427,3774.03
20000428,3860.66
20000501,3958.08
20000502,3785.45
20000503,3707.31
20000504,3720.24
20000505,3816.82
20000508,3669.38
20000509,3585.01
20000510,3384.73
20000511,3499.58
20000512,3529.06
20000515,3607.65
20000516,3717.57
20000517,3644.96
20000518,3538.71
20000519,3390.4
20000522,3364.21
20000523,3164.55
20000524,3270.61
20000525,3205.35
20000526,3205.11
20000529,
20000530,3459.48
20000531,3400.91
20000601,3582.5
20000602,3813.38
20000605,3821.76
20000606,3756.37
20000607,3839.26
20000608,3825.56
20000609,3874.84
20000612,3767.91
20000613,3851.06
20000614,3797.41
20000615,3845.74
20000616,3860.56
20000619,3989.83
20000620,4013.36
20000621,4064.01
20000622,3936.84
20000623,3845.34
20000626,3912.12
20000627,3858.96
20000628,3940.34
20000629,3877.23
20000630,3966.11
20000703,3991.93
20000704,
20000705,3863.1
20000706,3960.57
20000707,4023.2
20000710,3980.29
20000711,3956.42
20000712,4099.59
20000713,4174.86
20000714,4246.18
20000717,4274.67
20000718,4177.17
20000719,4055.63
20000720,4184.56
20000721,4094.45
20000724,3981.57
20000725,4029.57
20000726,3987.72
20000727,3842.23
20000728,3663
20000731,3766.99
20000801,3685.52
20000802,3658.46
20000803,3759.88
20000804,3787.36
20000807,3862.99
20000808,3848.55
20000809,3853.5
20000810,3759.99
20000811,3789.47
20000814,3849.69
20000815,3851.66
20000816,3861.2
20000817,3940.87
20000818,3930.34
20000821,3953.15
20000822,3958.21
20000823,4011.01
20000824,4053.28
20000825,4042.68
20000828,4070.59
20000829,4082.17
20000830,4103.81
20000831,4206.35
20000901,4234.33
20000904,
20000905,4143.18
20000906,4013.34
20000907,4098.35
20000908,3978.41
20000911,3896.35
20000912,3849.51
20000913,3893.89
20000914,3913.86
20000915,3835.23
20000918,3726.52
20000919,3865.64
20000920,3897.44
20000921,3828.87
20000922,3803.76
20000925,3741.22
20000926,3689.1
20000927,3656.3
20000928,3778.32
20000929,3672.82
20001002,3568.9
20001003,3455.83
20001004,3523.1
20001005,3472.1
20001006,3361.01
20001009,3355.56
20001010,3240.54
20001011,3168.49
20001012,3074.68
20001013,3316.77
20001016,3290.28
20001017,3213.96
20001018,3171.56
20001019,3418.6
20001020,3483.14
20001023,3468.69
20001024,3419.79
20001025,3229.57
20001026,3272.18
20001027,3278.36
20001030,3191.4
20001031,3369.63
20001101,3333.39
20001102,3429.02
20001103,3451.58
20001106,3416.21
20001107,3415.79
20001108,3231.7
20001109,3200.35
20001110,3028.99
20001113,2966.72
20001114,3138.27
20001115,3165.49
20001116,3031.88
20001117,3027.19
20001120,2875.64
20001121,2871.45
20001122,2755.34
20001123,
20001124,2904.38
20001127,2880.49
20001128,2734.98
20001129,2706.93
20001130,2597.93
20001201,2645.29
20001204,2615.75
20001205,2889.8
20001206,2796.5
20001207,2752.66
20001208,2917.43
20001211,3015.1
20001212,2931.77
20001213,2822.77
20001214,2728.51
20001215,2653.27
20001218,2624.52
20001219,2511.71
20001220,2332.78
20001221,2340.12
20001222,2517.02
20001225,
20001226,2493.52
20001227,2539.35
20001228,2557.76
20001229,2470.52
20010101,
20010102,2291.86
20010103,2616.69
20010104,2566.83
20010105,2407.65
20010108,2395.92
20010109,2441.3
20010110,2524.18
20010111,2640.57
20010112,2626.5
20010115,
20010116,2618.55
20010117,2682.78
20010118,2768.49
20010119,2770.38
20010122,2757.91
20010123,2840.39
20010124,2859.15
20010125,2754.28
20010126,2781.3
20010129,2838.34
20010130,2838.35
20010131,2772.73
20010201,2782.79
20010202,2660.5
20010205,2643.21
20010206,2664.49
20010207,2607.82
20010208,2562.06
20010209,2470.97
20010212,2489.66
20010213,2427.72
20010214,2491.4
20010215,2552.91
20010216,2425.38
20010219,
20010220,2318.35
20010221,2268.94
20010222,2244.96
20010223,2262.51
20010226,2308.5
20010227,2207.82
20010228,2151.83
20010301,2183.37
20010302,2117.63
20010305,2142.92
20010306,2204.43
20010307,2223.92
20010308,2168.73
20010309,2052.78
20010312,1923.38
20010313,2014.78
20010314,1972.09
20010315,1940.71
20010316,1890.91
20010319,1951.18
20010320,1857.44
20010321,1830.23
20010322,1897.7
20010323,1928.68
20010326,1918.49
20010327,1972.26
20010328,1854.13
20010329,1820.57
20010330,1840.26
20010402,1782.97
20010403,1673
20010404,1638.8
20010405,1785
20010406,1720.36
20010409,1745.71
20010410,1852.03
20010411,1898.95
20010412,1961.43
20010413,
20010416,1909.57
20010417,1923.22
20010418,2079.44
20010419,2182.14
20010420,2163.41
20010423,2059.32
20010424,2016.61
20010425,2059.8
20010426,2034.88
20010427,2075.68
20010430,2116.24
20010501,2168.24
20010502,2220.6
20010503,2146.2
20010504,2191.53
20010507,2173.57
20010508,2198.77
20010509,2156.63
20010510,2128.86
20010511,2107.43
20010514,2081.92
20010515,2085.58
20010516,2166.44
20010517,2193.68
20010518,2198.88
20010521,2305.59
20010522,2313.85
20010523,2243.48
20010524,2282.02
20010525,2251.03
20010528,
20010529,2175.54
20010530,2084.5
20010531,2110.49
20010601,2149.44
20010604,2155.93
20010605,2233.66
20010606,2217.73
20010607,2264
20010608,2215.1
20010611,2170.78
20010612,2169.95
20010613,2121.66
20010614,2044.07
20010615,2028.43
20010618,1988.63
20010619,1992.66
20010620,2031.24
20010621,2058.76
20010622,2034.84
20010625,2050.87
20010626,2064.62
20010627,2074.74
20010628,2125.46
20010629,2160.54
20010702,2148.72
20010703,2140.8
20010704,
20010705,2080.11
20010706,2004.16
20010709,2026.71
20010710,1962.79
20010711,1972.04
20010712,2075.74
20010713,2084.79
20010716,2029.12
20010717,2067.32
20010718,2016.17
20010719,2046.59
20010720,2029.37
20010723,1988.56
20010724,1959.24
20010725,1984.32
20010726,2022.96
20010727,2029.07
20010730,2017.84
20010731,2027.13
20010801,2068.38
20010802,2087.38
20010803,2066.33
20010806,2034.26
20010807,2027.79
20010808,1966.36
20010809,1963.32
20010810,1956.47
20010813,1982.25
20010814,1964.53
20010815,1918.89
20010816,1930.32
20010817,1867.01
20010820,1881.35
20010821,1831.3
20010822,1860.01
20010823,1842.97
20010824,1916.8
20010827,1912.41
20010828,1864.98
20010829,1843.17
20010830,1791.68
20010831,1805.43
20010903,
20010904,1770.78
20010905,1759.01
20010906,1705.64
20010907,1687.7
20010910,1695.38
20010911,
20010912,
20010913,
20010914,
20010917,1579.55
20010918,1555.08
20010919,1527.8
20010920,1470.93
20010921,1423.19
20010924,1499.4
20010925,1501.64
20010926,1464.04
20010927,1460.71
20010928,1498.8
20011001,1480.46
20011002,1492.33
20011003,1580.81
20011004,1597.31
20011005,1605.3
20011008,1605.95
20011009,1570.19
20011010,1626.26
20011011,1701.47
20011012,1703.4
20011015,1696.31
20011016,1722.07
20011017,1646.34
20011018,1652.72
20011019,1671.31
20011022,1708.08
20011023,1704.44
20011024,1731.54
20011025,1775.47
20011026,1768.96
20011029,1699.52
20011030,1667.41
20011031,1690.2
20011101,1746.3
20011102,1745.73
20011105,1793.65
20011106,1835.08
20011107,1837.53
20011108,1827.77
20011109,1828.48
20011112,1840.13
20011113,1892.11
20011114,1903.19
20011115,1900.57
20011116,1898.58
20011119,1934.42
20011120,1880.51
20011121,1875.05
20011122,
20011123,1903.2
20011126,1941.23
20011127,1935.97
20011128,1887.97
20011129,1933.26
20011130,1930.58
20011203,1904.9
20011204,1963.1
20011205,2046.84
20011206,2054.27
20011207,2021.26
20011210,1992.12
20011211,2001.93
20011212,2011.38
20011213,1946.51
20011214,1953.17
20011217,1987.45
20011218,2004.76
20011219,1982.89
20011220,1918.54
20011221,1945.83
20011224,1944.48
20011225,
20011226,1960.7
20011227,1976.42
20011228,1987.26
20011231,1950.4
20020101,
20020102,1979.25
20020103,2044.27
20020104,2059.38
20020107,2037.1
20020108,2055.74
20020109,2044.89
20020110,2047.24
20020111,2022.46
20020114,1990.74
20020115,2000.91
20020116,1944.44
20020117,1985.82
20020118,1930.34
20020121,
20020122,1882.53
20020123,1922.38
20020124,1942.58
20020125,1937.7
20020128,1943.91
20020129,1892.99
20020130,1913.44
20020131,1934.03
20020201,1911.24
20020204,1855.53
20020205,1838.52
20020206,1812.71
20020207,1782.11
20020208,1818.88
20020211,1846.66
20020212,1834.21
20020213,1859.16
20020214,1843.37
20020215,1805.2
20020218,
20020219,1750.61
20020220,1775.57
20020221,1716.24
20020222,1724.54
20020225,1769.88
20020226,1766.86
20020227,1751.88
20020228,1731.49
20020301,1802.74
20020304,1859.32
20020305,1866.29
20020306,1890.4
20020307,1881.63
20020308,1929.67
20020311,1929.49
20020312,1897.12
20020313,1862.03
20020314,1854.14
20020315,1868.3
20020318,1877.06
20020319,1880.87
20020320,1832.87
20020321,1868.83
20020322,1851.39
20020325,1812.49
20020326,1824.17
20020327,1826.75
20020328,1845.35
20020329,
20020401,1862.62
20020402,1804.4
20020403,1784.35
20020404,1789.75
20020405,1770.03
20020408,1785.87
20020409,1742.57
20020410,1767.07
20020411,1725.24
20020412,1756.19
20020415,1753.78
20020416,1816.79
20020417,1810.67
20020418,1802.43
20020419,1796.83
20020422,1758.68
20020423,1730.29
20020424,1713.34
20020425,1713.7
20020426,1663.89
20020429,1656.93
20020430,1688.23
20020501,1677.53
20020502,1644.82
20020503,1613.03
20020506,1578.48
20020507,1573.82
20020508,1696.29
20020509,1650.49
20020510,1600.85
20020513,1652.54
20020514,1719.05
20020515,1725.56
20020516,1730.44
20020517,1741.39
20020520,1701.59
20020521,1664.18
20020522,1673.45
20020523,1697.63
20020524,1661.49
20020527,
20020528,1652.17
20020529,1624.39
20020530,1631.92
20020531,1615.73
20020603,1562.56
20020604,1578.12
20020605,1595.26
20020606,1554.88
20020607,1535.48
20020610,1530.69
20020611,1497.18
20020612,1519.12
20020613,1496.86
20020614,1504.74
20020617,1553.29
20020618,1542.96
20020619,1496.83
20020620,1464.75
20020621,1440.96
20020624,1460.34
20020625,1423.99
20020626,1429.33
20020627,1459.2
20020628,1463.21
20020701,1403.8
20020702,1357.82
20020703,1380.17
20020704,
20020705,1448.36
20020708,1405.61
20020709,1381.12
20020710,1346.01
20020711,1374.43
20020712,1373.5
20020715,1382.62
20020716,1375.26
20020717,1397.25
20020718,1356.95
20020719,1319.15
20020722,1282.65
20020723,1229.05
20020724,1290.23
20020725,1240.08
20020726,1262.12
20020729,1335.25
20020730,1344.19
20020731,1328.26
20020801,1280
20020802,1247.92
20020805,1206.01
20020806,1259.55
20020807,1280.9
20020808,1316.52
20020809,1306.12
20020812,1306.84
20020813,1269.28
20020814,1334.3
20020815,1345.01
20020816,1361.01
20020819,1394.54
20020820,1376.59
20020821,1409.25
20020822,1422.95
20020823,1380.62
20020826,1391.74
20020827,1347.78
20020828,1314.38
20020829,1335.77
20020830,1314.85
20020902,
20020903,1263.84
20020904,1292.31
20020905,1251
20020906,1295.3
20020909,1304.6
20020910,1320.09
20020911,1315.45
20020912,1279.68
20020913,1291.4
20020916,1275.88
20020917,1259.94
20020918,1252.13
20020919,1216.45
20020920,1221.09
20020923,1184.93
20020924,1182.17
20020925,1222.29
20020926,1221.61
20020927,1199.16
20020930,1172.06
20021001,1213.72
20021002,1187.3
20021003,1165.56
20021004,1139.9
20021007,1119.4
20021008,1129.21
20021009,1114.11
20021010,1163.37
20021011,1210.47
20021014,1220.53
20021015,1282.44
20021016,1232.42
20021017,1272.29
20021018,1287.86
20021021,1309.67
20021022,1292.8
20021023,1320.23
20021024,1298.71
20021025,1331.13
20021028,1315.83
20021029,1300.54
20021030,1326.73
20021031,1329.75
20021101,1360.7
20021104,1396.54
20021105,1401.17
20021106,1418.99
20021107,1376.71
20021108,1359.28
20021111,1319.19
20021112,1349.56
20021113,1361.34
20021114,1411.52
20021115,1411.14
20021118,1393.69
20021119,1374.51
20021120,1419.35
20021121,1467.55
20021122,1468.74
20021125,1481.9
20021126,1444.43
20021127,1487.94
20021128,
20021129,1478.78
20021202,1484.78
20021203,1448.96
20021204,1430.35
20021205,1410.75
20021206,1422.44
20021209,1367.14
20021210,1390.76
20021211,1396.59
20021212,1399.55
20021213,1362.42
20021216,1400.33
20021217,1392.05
20021218,1361.51
20021219,1354.1
20021220,1363.05
20021223,1381.69
20021224,1372.47
20021225,
20021226,1367.89
20021227,1348.31
20021230,1339.54
20021231,1335.51
20030101,
20030102,1384.85
20030103,1387.08
20030106,1421.32
20030107,1431.57
20030108,1401.07
20030109,1438.46
20030110,1447.72
20030113,1446.04
20030114,1460.99
20030115,1438.8
20030116,1423.75
20030117,1376.19
20030120,
20030121,1364.25
20030122,1358.23
20030123,1393.67
20030124,1340.22
20030127,1320.32
20030128,1346.5
20030129,1363.31
20030130,1322.06
20030131,1331.04
20030203,1335.76
20030204,1306.15
20030205,1301.49
20030206,1291.47
20030207,1278.54
20030210,1298.57
20030211,1285.77
20030212,1278.74
20030213,1261.79
20030214,1310.37
20030217,
20030218,1346.92
20030219,1322.12
20030220,1329.09
20030221,1352.07
20030224,1321.44
20030225,1331.35
20030226,1302.83
20030227,1331.79
20030228,1342.73
20030303,1316.85
20030304,1307.27
20030305,1317.69
20030306,1299.81
20030307,1310.53
20030310,1277.18
20030311,1269.48
20030312,1279.59
20030313,1340.78
20030314,1342.43
20030317,1392.41
20030318,1400.55
20030319,1378.57
20030320,1411.41
20030321,1425.73
20030324,1368.37
20030325,1400.14
20030326,1383.35
20030327,1392.46
20030328,1367.89
20030331,1357
20030401,1356.37
20030402,1400.86
20030403,1412.08
20030404,1378.22
20030407,1389.51
20030408,1392.52
20030409,1356.6
20030410,1368.11
20030411,1353.74
20030414,1386.5
20030415,1394.03
20030416,1391.99
20030417,1425.5
20030418,
20030421,1413.71
20030422,1452.34
20030423,1468.08
20030424,1465.92
20030425,1432.02
20030428,1465.4
20030429,1459.48
20030430,1472.69
20030501,1478.85
20030502,1504.22
20030505,1502.66
20030506,1531.82
20030507,1503.06
20030508,1504.04
20030509,1520.15
20030512,1544.41
20030513,1548.59
20030514,1526.14
20030515,1536.03
20030516,1534.35
20030519,1492.46
20030520,1480.13
20030521,1478.15
20030522,1512.8
20030523,1514.49
20030526,
20030527,1558.28
20030528,1571.85
20030529,1591.26
20030530,1599.92
20030602,1586.48
20030603,1603.74
20030604,1638.57
20030605,1646.01
20030606,1625.18
20030609,1597.32
20030610,1627.77
20030611,1647.57
20030612,1646.08
20030613,1624.12
20030616,1667.77
20030617,1674.09
20030618,1685.04
20030619,1646.79
20030620,1638.93
20030623,1601.45
20030624,1598.25
20030625,1600.28
20030626,1636.15
20030627,1621.25
20030630,1621.44
20030701,1641.77
20030702,1678.77
20030703,1660.95
20030704,
20030707,1721.25
20030708,1747.44
20030709,1758.18
20030710,1707.49
20030711,1737.41
20030714,1748.88
20030715,1742.1
20030716,1734.14
20030717,1693.47
20030718,1714.84
20030721,1675.18
20030722,1710.34
20030723,1720.04
20030724,1700.29
20030725,1730.91
20030728,1740.59
20030729,1713.21
20030730,1717.07
20030731,1757.37
20030801,1714.01
20030804,1723.27
20030805,1671.04
20030806,1675.46
20030807,1658.43
20030808,1640.88
20030811,1668.06
20030812,1687.48
20030813,1695.83
20030814,1700.34
20030815,1705.33
20030818,1739.59
20030819,1761.63
20030820,1768.52
20030821,1762.97
20030822,1765.3
20030825,1752.12
20030826,1771.22
20030827,1783.12
20030828,1800.65
20030829,1813.82
20030901,
20030902,1841.48
20030903,1846.51
20030904,1870
20030905,1850.69
20030908,1888.65
20030909,1867.81
20030910,1823.81
20030911,1852.6
20030912,1855.04
20030915,1843.79
20030916,1887.87
20030917,1883.1
20030918,1910.51
20030919,1905.9
20030922,1866.88
20030923,1901.73
20030924,1843.43
20030925,1817.2
20030926,1792.06
20030929,1824.59
20030930,1802.71
20031001,1832.25
20031002,1823.64
20031003,1891.62
20031006,1894.22
20031007,1907.88
20031008,1891.99
20031009,1899.21
20031010,1913.92
20031013,1921.96
20031014,1943.33
20031015,1933.03
20031016,1951.76
20031017,1910.24
20031020,1925.16
20031021,1952.48
20031022,1897.36
20031023,1893.2
20031024,1841.62
20031027,1873.62
20031028,1932.26
20031029,1937.37
20031030,1929.77
20031031,1937.14
20031103,1969.26
20031104,1953.64
20031105,1966.15
20031106,1977.91
20031107,1968.81
20031110,1939.73
20031111,1923.5
20031112,1973.11
20031113,1970.4
20031114,1930.26
20031117,1890.72
20031118,1881.75
20031119,1903.43
20031120,1880.91
20031121,1892.82
20031124,1947.14
20031125,1956.2
20031126,1930.63
20031127,
20031128,1963.06
20031201,1989.82
20031202,1978.23
20031203,1960.13
20031204,1942.67
20031205,1935.58
20031208,1948.94
20031209,1906.84
20031210,1887.46
20031211,1945.92
20031212,1949.02
20031215,1918.26
20031216,1924.29
20031217,1914.65
20031218,1955.3
20031219,1951.02
20031222,1941.62
20031223,1974.78
20031224,1974.31
20031225,
20031226,1973.14
20031229,2006.48
20031230,2010.13
20031231,1996.62
20040101,
20040102,1999.77
20040105,2047.36
20040106,2061.54
20040107,2078.09
20040108,2100.25
20040109,2113.33
20040112,2112.52
20040113,2089.35
20040114,2111.73
20040115,2121.61
20040116,2140.47
20040119,
20040120,2130.2
20040121,2140.25
20040122,2119.01
20040123,2108.45
20040126,2153.83
20040127,2116.04
20040128,2073.15
20040129,2041.07
20040130,2065.44
20040202,2085.49
20040203,2071.44
20040204,2013.92
20040205,2012.79
20040206,2064.01
20040209,2060.44
20040210,2075.33
20040211,2089.66
20040212,2072.06
20040213,2049.76
20040216,
20040217,2084.72
20040218,2072.19
20040219,2045.96
20040220,2022.79
20040223,1999.59
20040224,2018.07
20040225,2024.2
20040226,2037.17
20040227,2018.83
20040301,2057.8
20040302,2039.65
20040303,2039.31
20040304,2055.12
20040305,2069.02
20040308,2008.78
20040309,1987.29
20040310,1963.13
20040311,1943.89
20040312,1984.73
20040315,1939.2
20040316,1927.69
20040317,1980.31
20040318,1947.56
20040319,1940.47
20040322,1897.63
20040323,1898.94
20040324,1922.51
20040325,1967.17
20040326,1960.02
20040329,1996.23
20040330,2000.68
20040331,2004
20040401,2019.09
20040402,2057.17
20040405,2079.12
20040406,2053.32
20040407,2060.44
20040408,2046.1
20040409,
20040412,2069.45
20040413,2026.2
20040414,2013.98
20040415,1989.21
20040416,2007.17
20040419,2020.45
20040420,1978.63
20040421,1995.91
20040422,2035.39
20040423,2034.48
20040426,2031.75
20040427,2027.64
20040428,1985.54
20040429,1946.1
20040430,1919.39
20040503,1926.09
20040504,1969.97
20040505,1967.33
20040506,1923.3
20040507,1917.96
20040510,1907.98
20040511,1931.48
20040512,1927.23
20040513,1937.87
20040514,1897.57
20040517,1887.74
20040518,1903.39
20040519,1898.16
20040520,1890.18
20040521,1899.85
20040524,1915.56
20040525,1966.68
20040526,1976.16
20040527,1969.04
20040528,1990.81
20040531,
20040601,1972.71
20040602,1998.32
20040603,1960.26
20040604,1995.5
20040607,2020.62
20040608,2023.54
20040609,1989.99
20040610,1988.89
20040611,
20040614,1963.48
20040615,2006.58
20040616,2002.07
20040617,1976.25
20040618,2000.41
20040621,1972.43
20040622,1994.87
20040623,2023.23
20040624,2013.78
20040625,2033.87
20040628,2013.73
20040629,2037.6
20040630,2055.65
20040701,2006.67
20040702,1996.61
20040705,
20040706,1958.69
20040707,1976.92
20040708,1934.57
20040709,1940.22
20040712,1941.24
20040713,1930.59
20040714,1937.68
20040715,1925.76
20040716,1882.93
20040719,1870.14
20040720,1917.07
20040721,1874.37
20040722,1892.98
20040723,1846.55
20040726,1829.06
20040727,1872.17
20040728,1869
20040729,1867.62
20040730,1896.31
20040802,1893.13
20040803,1859.17
20040804,1864.8
20040805,1820.21
20040806,1775.57
20040809,1774.64
20040810,1808.7
20040811,1782.42
20040812,1752.49
20040813,1757.22
20040816,1782.84
20040817,1795.25
20040818,1831.37
20040819,1819.89
20040820,1838.01
20040823,1838.7
20040824,1836.89
20040825,1860.72
20040826,1852.92
20040827,1862.08
20040830,1836.49
20040831,1838.1
20040901,1850.41
20040902,1873.43
20040903,1844.48
20040906,
20040907,1858.56
20040908,1850.64
20040909,1869.65
20040910,1894.31
20040913,1910.38
20040914,1915.4
20040915,1896.52
20040916,1904.08
20040917,1910.09
20040920,1908.07
20040921,1921.17
20040922,1885.71
20040923,1886.43
20040924,1879.48
20040927,1859.88
20040928,1869.87
20040929,1893.94
20040930,1896.84
20041001,1942.2
20041004,1952.4
20041005,1955.5
20041006,1971.03
20041007,1948.52
20041008,1919.97
20041011,1928.76
20041012,1925.17
20041013,1920.53
20041014,1903.02
20041015,1911.5
20041018,1936.52
20041019,1922.9
20041020,1932.97
20041021,1953.62
20041022,1915.14
20041025,1914.04
20041026,1928.79
20041027,1969.99
20041028,1975.74
20041029,1974.99
20041101,1979.87
20041102,1984.79
20041103,2004.33
20041104,2023.63
20041105,2038.94
20041108,2039.25
20041109,2043.33
20041110,2034.56
20041111,2061.27
20041112,2085.34
20041115,2094.09
20041116,2078.62
20041117,2099.68
20041118,2104.28
20041119,2070.63
20041122,2085.19
20041123,2084.28
20041124,2102.54
20041125,
20041126,2101.97
20041129,2106.87
20041130,2096.81
20041201,2138.23
20041202,2143.57
20041203,2147.96
20041206,2151.25
20041207,2114.65
20041208,2126.11
20041209,2129.01
20041210,2128.07
20041213,2148.5
20041214,2159.84
20041215,2162.55
20041216,2146.15
20041217,2135.2
20041220,2127.85
20041221,2150.91
20041222,2157.03
20041223,2160.62
20041224,
20041227,2154.22
20041228,2177.19
20041229,2177
20041230,2178.34
20041231,2175.44
20050103,2152.15
20050104,2107.86
20050105,2091.24
20050106,2090
20050107,2088.61
20050110,2097.04
20050111,2079.62
20050112,2092.53
20050113,2070.56
20050114,2087.91
20050117,
20050118,2106.04
20050119,2073.59
20050120,2045.88
20050121,2034.27
20050124,2008.7
20050125,2019.95
20050126,2046.09
20050127,2047.15
20050128,2035.83
20050131,2062.41
20050201,2068.7
20050202,2075.06
20050203,2057.64
20050204,2086.66
20050207,2082.03
20050208,2086.68
20050209,2052.55
20050210,2053.1
20050211,2076.66
20050214,2082.91
20050215,2089.21
20050216,2087.43
20050217,2061.34
20050218,2058.62
20050221,
20050222,2030.32
20050223,2031.25
20050224,2051.7
20050225,2065.4
20050228,2051.72
20050301,2071.25
20050302,2067.5
20050303,2058.4
20050304,2070.61
20050307,2090.21
20050308,2073.55
20050309,2061.29
20050310,2059.72
20050311,2041.6
20050314,2051.04
20050315,2034.98
20050316,2015.75
20050317,2016.42
20050318,2007.79
20050321,2007.51
20050322,1989.34
20050323,1990.22
20050324,1991.06
20050325,
20050328,1992.52
20050329,1973.88
20050330,2005.67
20050331,1999.23
20050401,1984.81
20050404,1991.07
20050405,1999.32
20050406,1999.14
20050407,2018.79
20050408,1999.35
20050411,1992.12
20050412,2005.4
20050413,1974.37
20050414,1946.71
20050415,1908.15
20050418,1912.92
20050419,1932.36
20050420,1913.76
20050421,1962.41
20050422,1932.19
20050425,1950.78
20050426,1927.44
20050427,1930.43
20050428,1904.18
20050429,1921.65
20050502,1928.65
20050503,1933.07
20050504,1962.23
20050505,1961.8
20050506,1967.35
20050509,1979.67
20050510,1962.77
20050511,1971.55
20050512,1963.88
20050513,1976.78
20050516,1994.43
20050517,2004.15
20050518,2030.65
20050519,2042.58
20050520,2046.42
20050523,2056.65
20050524,2061.62
20050525,2050.12
